NHPD Property ID,Property Name,Property Address,City,State,Zip,CBSACode,CBSA Type,County,County Code,Census Tract,CongressionalDistrict,Latitude,Longitude,PropertyStatus,Active Subsidies,TotalInconclusiveSubsidies,TotalInactiveSubsidies,Total Units,EarliestStartDate,EarliestEndDate,LatestEndDate,Owner,Owner Type,ManagerName,ManagerType,HUD Property ID,ReacScore1,ReacScore1Date,ReacScore2,ReacScore2Date,ReacScore3,ReacScore3Date,0-1 BedroomUnits,TwoBedroomUnits,ThreePlusBedroomUnits,Percent of ELI Households,TargetTenantType,FairMarketRent_2BR,EarliestConstructionDate,LatestConstructionDate,Occupancy Rate,AverageMonthsOfTenancy,NumberActiveSection8,NumberInconclusiveSection8,NumberInactiveSection8,S8_1_ID,S8_1_Status,S8_1_ProgramName,S8_1_RenewalStatus,S8_1_StartDate,S8_1_EndDate,S8_1_AssistedUnits,S8_1_RentToFMR,S8_1_InacStatusDesc,S8_2_ID,S8_2_Status,S8_2_ProgramName,S8_2_RenewalStatus,S8_2_StartDate,S8_2_EndDate,S8_2_AssistedUnits,S8_2_RentToFMR,S8_2_InacStatusDesc,NumberActiveSection202,NumberInconclusiveSection202,NumberInactiveSection202,S202_1_ID,S202_1_Status,S202_1_ProgramName,S202_1_StartDate,S202_1_EndDate,S202_1_AssistedUnits,S202_1_PrincipalBalance,S202_1_InacStatusDesc,S202_2_ID,S202_2_Status,S202_2_ProgramName,S202_2_StartDate,S202_2_EndDate,S202_2_AssistedUnits,S202_2_PrincipalBalance,S202_2_InacStatusDesc,NumberActiveSection236,NumberInconclusiveSection236,NumberInactiveSection236,S236_1_ID,S236_1_Status,S236_1_ProgramName,S236_1_StartDate,S236_1_EndDate,S236_1_AssistedUnits,S236_1_InacStatusDesc,S236_2_ID,S236_2_Status,S236_2_ProgramName,S236_2_StartDate,S236_2_EndDate,S236_2_AssistedUnits,S236_2_InacStatusDesc,NumberActiveHUDInsured,NumberInconclusiveHUDInsured,NumberInactiveHud,FHA_1_ID,FHA_1_Status,FHA_1_ProgramName,FHA_1_StartDate,FHA_1_EndDate,FHA_1_AssistedUnits,FHA_1_PrincipalBalance,FHA_1_InacStatusDesc,FHA_2_ID,FHA_2_Status,FHA_2_ProgramName,FHA_2_StartDate,FHA_2_EndDate,FHA_2_AssistedUnits,FHA_2_PrincipalBalance,FHA_1_InacStatusDesc,NumberActiveLihtc,NumberInconclusiveLihtc,NumberInactiveLihtc,LIHTC_1_ID,LIHTC_1_Status,LIHTC_1_ProgramName,LIHTC_1_StartDate,LIHTC_1_EndDate,LIHTC_1_AssistedUnits,LIHTC_1_ConstructionType,LIHTC_1_InacStatusDesc,LIHTC_2_ID,LIHTC_2_Status,LIHTC_2_ProgramName,LIHTC_2_StartDate,LIHTC_2_EndDate,LIHTC_2_AssistedUnits,LIHTC_2_ConstructionType,LIHTC_2_InacStatusDesc,NumberActiveSection515,NumberInconclusiveSection515,NumberInactiveSection515,RHS515_1_ID,RHS515_1_Status,RHS515_1_ProgramName,RHS515_1_StartDate,RHS515_1_EndDate,RHS515_1_AssistedUnits,RHS515_1_PrincipalBalance,RHS515_1_InacStatusDesc,RHS515_2_ID,RHS515_2_Status,RHS515_2_ProgramName,RHS515_2_StartDate,RHS515_2_EndDate,RHS515_2_AssistedUnits,RHS515_2_PrincipalBalance,RHS515_1_InacStatusDesc,NumberActiveSection536,NumberInconclusiveSection536,NumberInactiveSection536,RHS538_1_ID,RHS538_1_Status,RHS538_1_ProgramName,RHS538_1_StartDate,RHS538_1_EndDate,RHS538_1_AssistedUnits,RHS538_1_PrincipalBalance,RHS538_1_InacStatusDesc,RHS538_2_ID,RHS538_2_Status,RHS538_2_ProgramName,RHS538_2_StartDate,RHS538_2_EndDate,RHS538_2_AssistedUnits,RHS538_2_PrincipalBalance,RHS538_2_InacStatusDesc,NumberActiveHome,NumberInconclusiveHome,NumberInactiveHome,HOME_1_ID,HOME_1_Status,HOME_1_ProgramName,HOME_1_StartDate,HOME_1_EndDate,HOME_1_AssistedUnits,HOME_1_ConstructionType,HOME_1_InacStatusDesc,HOME_2_ID,HOME_2_Status,HOME_2_ProgramName,HOME_2_StartDate,HOME_2_EndDate,HOME_2_AssistedUnits,HOME_2_ConstructionType,HOME_2_InacStatusDesc,NumberActivePublicHousing,NumberInconclusivePublicHousing,NumberInactivePublicHousing,PH_1_ID,PH_1_Status,PH_1_ProgramName,PH_1_StartDate,PH_1_EndDate,PH_1_AssistedUnits,PH_1_InacStatusDesc,PH_1_PhaCode,PH_2_ID,PH_2_Status,PH_2_ProgramName,PH_2_StartDate,PH_2_EndDate,PH_2_AssistedUnits,PH_2_InacStatusDesc,PH_2_PhaCode,NumberActiveState,NumberInconclusiveState,NumberInactiveState,State_1_ID,State_1_Status,State_1_ProgramName,State_1_StartDate,State_1_EndDate,State_1_AssistedUnits,State_1_InacStatusDesc,State_1_ConstructionType,State_2_ID,State_2_Status,State_2_ProgramName,State_2_StartDate,State_2_EndDate,State_2_AssistedUnits,State_2_InacStatusDesc,State_2_ConstructionType,Old NHPD Property ID
1002412,SHENANDOAH FOREST APARTMENTS,8 Forest Cir,Newnan,GA,30265-1135,12060,Metropolitan Statistical Area,Coweta,13077,13077170306,03,33.39492,-84.73278,Active,1,1,1,100,6/1/1980,7/31/2019,1/1/2050,SHENANDOAH APTS LTD,Profit Motivated,RUSSELL PROPERTY MANAGEMENT,Limited Dividend,800004965,96a,11/18/2016,96a,11/18/2016,96a,11/08/2016,0,70,30,78,Family,1220,1/1/1978,1/1/1978,93,91,0,1,0,GA068023002,Inconclusive,Sec 8 NC,Amend Rents,8/1/2014,7/31/2019,100,72.63,End Date Passed,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,1,0,1,6111315,Active,207/ 223(F) PUR/ REFIN HSG,2/1/2015,1/1/2050,100,2933811.92,,,,,,,,2933811.92,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
1018455,GLENROSE GARDENS - BRANDYWINE,85 Mount Zion Rd SW,Atlanta,GA,30354-2349,12060,Metropolitan Statistical Area,Fulton,13121,13121007300,05,33.672924,-84.391712,Inconclusive,0,1,0,238,8/1/2014,7/31/2019,7/31/2019,85 MOUNT ZION RD LLC,Profit Motivated,85 MOUNT ZION RD LLC,Profit Motivated,800004636,54c*,09/25/2018,65c*,12/21/2016,65c*,12/21/2016,7,43,30,75,Family,990,,,83,212,0,1,0,GA06M000169,Inconclusive,LMSA,Amend Rents,8/1/2014,7/31/2019,80,61.58,End Date Passed,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
1002320,PINELAND SQUARE,1001 Pineland Ave,Hinesville,GA,31313-5162,25980,Metropolitan Statistical Area,Liberty,13179,13179010207,01,31.81713,-81.6198,Active,1,1,0,76,3/1/2007,7/31/2019,2/1/2042,PINELAND SQUARE ASSOCIATES,Profit Motivated,AUGUST GROUP,Profit Motivated,800004909,89b*,05/15/2017,89b*,05/15/2017,89b*,05/11/2017,0,55,20,86,Family,887,1/1/1981,1/1/1981,96,61,0,1,0,GA060017014,Inconclusive,Sec 8 NC,2: Request Renewal Without Restructuring at or Below Comparable Rents,7/15/2018,7/31/2019,75,90.95,End Date Passed,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,1,0,0,6111171,Active,207/ 223(F) PUR/ REFIN HSG,3/1/2007,2/1/2042,76,2306143.59,,,,,,,,2306143.59,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
1018502,LAUREL'S EDGE,3950 Frey Rd NW,KENNESAW,GA,30144-5419,12060,Metropolitan Statistical Area,Cobb,13067,13067030228,11,34.04905,-84.58015,Inconclusive,0,1,0,50,8/1/2018,7/31/2019,7/31/2019,UCC XV INC,Non-Profit,UNITED CHURCH HOMES INC,Non-Profit,800215260,98b,10/01/2015,98b,10/01/2015,98b,09/30/2015,49,0,0,58,Elderly,1330,1/1/2002,1/1/2002,99,98,0,1,0,GA06S011002,Inconclusive,PRAC/202,,8/1/2018,7/31/2019,49,54.86,End Date Passed,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
1037904,CARTERSVILLE GARDENS,376 Old Mill Rd,Cartersville,GA,30120-4043,12060,Metropolitan Statistical Area,Bartow,13015,13015960600,11,34.151194,-84.818326,Active,1,1,1,100,3/1/1979,8/2/2019,1/1/2046,Ashton Cartersville LLC,Profit Motivated,Ambling Management Company,Profit Motivated,800004666,89c*,11/30/2017,89c*,11/30/2017,89c*,11/29/2017,59,24,17,92,Elderly,910,1/1/1975,1/1/1975,98,96,0,1,0,GA060005014,Inconclusive,Sec 8 NC,Amend Rents,8/3/2014,8/2/2019,100,67.42,End Date Passed,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,1,0,1,6111341,Active,207/ 223(F) PUR/ REFIN HSG,2/1/2016,1/1/2046,100,3697351.86,,,,,,,,3697351.86,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,298
1018472,GLYNN PINES APARTMENTS,78 Glynn Marsh Dr,Brunswick,GA,31525-0513,15260,Metropolitan Statistical Area,Glynn,13127,13127000504,01,31.21457,-81.48011,Active,2,0,0,88,9/1/2014,8/31/2019,11/30/2021,GLYNN PINES HOUSING PARTNERS LP,Profit Motivated,ARCO MANAGEMENT CORPORATION,Profit Motivated,800004779,80c*,08/03/2017,80c*,08/03/2017,99a,12/23/2013,46,8,0,45,Elderly,793,1/1/1979,1/1/1979,99,59,2,0,0,GA060009059,Active,Sec 8 NC,,9/1/2014,8/31/2019,54,104.26,,GA060012141,Active,Sec 8 NC,1b: Discretionary Authority Eligibility Mark-Up-To-Market,12/1/2016,11/30/2021,34,112.34,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
1018235,PONDEROSA FOREST APARTMENTS,4920 La Roche Ave,Savannah,GA,31404-6301,42340,Metropolitan Statistical Area,Chatham,13051,13051003800,01,32.022169,-81.067333,Active,1,0,1,56,1/1/2004,8/31/2019,8/31/2019,PONDEROSA FOREST HOLDINGS LLC,Profit Motivated,ASPEN COMPANIES MANAGEMENT LLC,Profit Motivated,800004915,71c,02/01/2018,71c,02/01/2018,93b,12/11/2014,16,24,16,73,Family,996,1/1/1977,1/1/1977,96,64,1,0,0,GA060008002,Active,Sec 8 NC,Amend Rents,9/1/2014,8/31/2019,56,81.74,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
1002308,LAKE FOREST APARTMENTS,1360 Otila Dr,Gainesville,GA,30504-2613,23580,Metropolitan Statistical Area,Hall,13139,13139001004,09,34.30182,-83.86263,Active,2,0,1,120,12/1/1979,8/31/2019,2/1/2050,LAKE FOREST APTS LTD,Profit Motivated,LAKE FOREST APTS LTD,Profit Motivated,800004824,93b,06/28/2018,79c,06/22/2017,79c,06/22/2017,45,36,36,74,Elderly,892,1/1/1980,1/1/1980,92,72,1,0,0,GA060009004,Active,Sec 8 NC,Amend Rents,9/1/2014,8/31/2019,117,86.57,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,1,0,1,6111316,Active,207/ 223(F) PUR/ REFIN HSG,3/1/2015,2/1/2050,120,2870675.43,,,,,,,,2870675.43,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
1038454,RANDALL HEIGHTS APARTMENTS,306 ALBERTA RD,WARNER ROBINS,GA,31093,47580,Metropolitan Statistical Area,Houston,13153,13153020300,08,32.644177,-83.626921,Active,1,0,1,52,11/1/1970,8/31/2019,8/31/2019,RANDALL HEIGHTS LP,Limited Dividend,HALLMARK MANAGEMENT INC,Profit Motivated,800004928,65c,06/08/2018,63c*,08/22/2016,63c*,08/22/2016,8,32,12,98,Family,894,1/1/1968,1/1/1968,93,62,1,0,0,GA06M000117,Active,LMSA,Amend Rents,9/1/2014,8/31/2019,52,88.77,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,64336
1017272,MOUNT ZION APARTMENTS,2445 Amsterdam Dr,Augusta,GA,30906-4001,12260,Metropolitan Statistical Area,Richmond,13245,13245010504,12,33.43171,-82.08747,Active,1,0,1,100,2/1/1973,8/31/2019,8/31/2019,MOUNT ZION HOUSING CORPORATION,Non-Profit,ARBOUR HEDIGER LLC,Profit Motivated,800004863,60c,11/09/2018,89b*,10/06/2014,89b*,10/06/2014,3,60,4,84,Family,836,1/1/1971,1/1/1971,97,104,1,0,0,GA06M000266,Active,LMSA,Amend Rents,9/1/2016,8/31/2019,67,93.26,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
1018259,AZALEA WOODS,811 W Mary St,Valdosta,GA,31601-3700,46660,Metropolitan Statistical Area,Lowndes,13185,13185011301,08,30.84023,-83.29467,Active,1,0,1,81,3/1/1984,8/31/2019,8/31/2019,SCH AZALEA WOODS LLC,Profit Motivated,ROYAL AMERICAN MANAGEMENT INC,Profit Motivated,800004615,81b,05/09/2018,81b,05/08/2018,47c*,08/25/2016,4,38,38,79,Family,697,1/1/1981,1/1/1981,96,59,1,0,0,GA060014048,Active,Sec 8 NC,1b: Discretionary Authority Eligibility Mark-Up-To-Market,3/1/2019,8/31/2019,80,107.62,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
1116485,LAKE PARK APARTMENTS                                    ,805 Lane Dr,Lake Park,GA,31636-3323,46660,Metropolitan Statistical Area,Lowndes,13185,13185011600,08,30.676473,-83.183646,Active,2,0,0,30,6/27/1979,8/31/2019,12/31/2019,Housing Authority of the City of Quitman,Non-Profit,Housing Authority of the City of Quitman,Non-Profit,800004802,85b,12/06/2018,80c,08/03/2016,80c,08/03/2016,10,14,6,73,Family,697,1/1/1977,1/1/1977,79,39,1,0,0,GA060005048,Active,Sec 8 NC,Renewal,5/2/2019,8/31/2019,30,64.74,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,583768658012,Active,515 Rural Housing,6/27/1979,12/31/2019,,300865.31,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,20241
1037987,FRIENDSHIP TOWERS,35 Northside Dr SW,Atlanta,GA,30313-1436,12060,Metropolitan Statistical Area,Fulton,13121,13121002600,05,33.75556,-84.40241,Active,2,0,0,102,3/24/1981,8/31/2019,6/1/2020,FRIENDSHIP TOWER INC,Non-profit,MCCORMACK BARON MANAGEMENT INC,Multiple,800004765,60c,04/09/2018,60c,04/09/2018,71c,07/13/2016,97,5,0,90,Elderly,990,1/1/1978,1/1/1978,97,60,1,0,0,GA060040201,Active,202/8 NC,Renewal,5/28/2019,8/31/2019,102,98.14,,,,,,,,,,,1,0,0,800004765,Active,202/8 Direct Loan/ Elderly-Handicapped,3/24/1981,6/1/2020,102,266050.51,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,19215
1018480,RENAISSANCE VILLA APARTMENTS,2701 Buena Vista Rd,Columbus,GA,31906-3913,17980,Metropolitan Statistical Area,Muscogee,13215,13215002800,02,32.45836,-84.95002,Active,1,0,1,72,10/1/1983,8/31/2019,8/31/2019,RENAISSANCE ASSOCIATES LTD,Profit Motivated,TAMCO INC,Profit Motivated,800004932,92c,09/24/2015,92c,09/24/2015,92c,09/23/2015,0,64,8,71,Family,862,1/1/1981,1/1/1981,97,99,1,0,0,GA060018015,Active,Sec 8 NC,Renewal,6/1/2019,8/31/2019,72,87.41,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
1037875,TRINITY MANOR APARTMENTS,2375 Barton Chapel Rd,Augusta,GA,30906-3901,12260,Metropolitan Statistical Area,Richmond,13245,13245010504,12,33.43666,-82.087814,Active,1,0,1,100,8/1/1972,8/31/2019,8/31/2019,TRINITY PARTNERS AUGUSTA LLC,Profit Motivated,TRUE GRIT ASSET ADMINISTRATION LLC,Profit Motivated,800005019,34c*,09/29/2018,82b,08/11/2016,82b,08/11/2016,21,39,20,88,Family,836,1/1/1969,1/1/1969,83,73,1,0,0,GA06L000016,Active,LMSA,Renewal,6/1/2019,8/31/2019,80,73.84,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,482
1018493,GOVERNOR'S TERRACE                                ,4947 Governors Dr,Forest Park,GA,30297-2101,12060,Metropolitan Statistical Area,Clayton,13063,13063040308,05,33.620134,-84.376465,Active,1,0,0,49,9/11/2018,9/10/2019,9/10/2019,FOREST PARK ELDERLY HOUSING,Non-Profit,MANSERMAR INC,Profit Motivated,800211704,92a,12/08/2015,92a,12/08/2015,78c*,07/25/2012,48,0,0,85,Elderly,940,,,99,74,1,0,0,GA06S991001,Active,PRAC/202,,9/11/2018,9/10/2019,48,85.4,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
1000170,INDEPENDENT LIVING HORIZONS 8                     ,3550 Windsor Spring Rd,Hephzibah,GA,30815-7181,12260,Metropolitan Statistical Area,Richmond,13245,13245010709,12,33.38701,-82.06421,Active,1,0,0,40,9/24/2018,9/23/2019,9/23/2019,INDEPENDENT LIVING HORIZONS EIGHT INC,Non-Profit,GEORGIA REHABILITATION INSTITUTE INC,Non-Profit,800217992,99b,12/23/2015,99b,12/23/2015,99b,12/22/2015,40,0,0,53,,836,1/1/2003,1/1/2003,97,81,1,0,0,GA06S021004,Active,PRAC/202,,9/24/2018,9/23/2019,40,83.35,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
1037933,JEWISH TOWER,3160 Howell Mill Rd NW,Atlanta,GA,30327-2111,12060,Metropolitan Statistical Area,Fulton,13121,13121009801,11,33.84053,-84.42856,Active,2,0,0,200,12/1/2005,9/30/2019,11/1/2033,The Jewish Home Tower Inc,Non-Profit,The Jewish Home Tower Inc,Non-Profit,800005010,99b*,01/20/2016,99b*,01/20/2016,99b*,01/17/2016,192,8,0,47,Elderly,1510,1/1/1976,1/1/1976,94,75,1,0,0,GA060376201,Active,202/8 NC,Amend Rents,10/1/2014,9/30/2019,200,131.91,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,1,0,0,6111161,Active,207/ 223(F) PUR/ REFIN HSG,12/1/2005,11/1/2033,200,2845110.71,,,,,,,,2845110.71,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,356
1038024,HUNTER HAVEN APARTMENTS,5600 Hunter Rd,Columbus,GA,31907-6900,17980,Metropolitan Statistical Area,Muscogee,13215,13215010607,02,32.48007,-84.89619,Active,1,0,1,104,12/1/1972,9/30/2019,9/30/2019,HUNTER HAVEN GA LLC,Profit Motivated,MILLENNIA HOUSING MANAGEMENT LTD,Profit Motivated,800004809,75c,02/13/2018,75c,02/13/2018,75c,02/12/2018,7,10,4,55,Family,862,1/1/1970,1/1/1970,94,91,1,0,0,GA06M000114,Active,LMSA,Amend Rents,10/1/2016,9/30/2019,21,91.83,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,20258
1038068,JACKSON HILLS APARTMENTS,110 B Wilson Rd,Commerce,GA,30529-3813,,,Banks,13011,13011970400,09,34.28674,-83.45123,Active,2,0,0,48,8/1/2005,9/30/2019,7/1/2040,JACKSON HILLS APTS LP,Profit Motivated,HALLMARK MANAGEMENT INC,Profit Motivated,800004816,91b,05/10/2016,91b,05/10/2016,91b,05/04/2016,20,20,8,80,,676,1/1/1979,1/1/1979,96,83,1,0,0,GA06R000017,Active,515/8 NC,Renewal,10/1/2018,9/30/2019,48,100.04,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,1,0,0,6111155,Active,207/ 223(F) PUR/ REFIN HSG,8/1/2005,7/1/2040,48,1152882.07,,,,,,,,1152882.07,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,20318
1018490,MARTIN COURT,143 Hillcrest Dr,Dublin,GA,31021-5421,20140,Micropolitan Statistical Area,Laurens,13175,13175950400,12,32.548863,-82.916254,Active,1,0,0,5,10/27/2018,10/26/2019,10/26/2019,MARTIN COURT INC,Non-Profit,MIDDLE GA EASTER SEALS SOCIETY INC,Profit Motivated,800221430,92b,08/27/2018,100a,02/20/2014,81c,07/17/2009,5,0,0,,,660,,,,,1,0,0,GA06Q041004,Active,PRAC/811,,10/27/2018,10/26/2019,5,128.57,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
1038064,SWAINSBORO HOUSING AUTHORITY                      ,420 N Racetrack St,Swainsboro,GA,30401-3305,,,Emanuel,13107,13107970400,12,32.597797,-82.345783,Active,1,0,0,82,11/1/2014,10/31/2019,10/31/2019,Housing Authority of the City of Swainsboro,Non-Profit,Housing Authority of the City of Swainsboro,Non-Profit,800004806,94a,11/15/2016,94a,11/15/2016,94a,10/27/2016,44,28,10,81,Elderly,660,1/1/1977,1/1/1977,94,71,1,0,0,GA060009025,Active,Sec 8 NC,Amend Rents,11/1/2014,10/31/2019,82,100.95,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,20316
